"state","state_name","species_code","common_name","scientific_name","percent_pop_breeding","percent_pop_postbreeding_migration","percent_pop_nonbreeding","percent_pop_prebreeding_migration","max_week_season","max_week","max_week_percent_pop","state_rank_breeding","breeding_habitat_primary","breeding_habitat_secondary"
"MS","Mississippi","norcar","Northern Cardinal","Cardinalis cardinalis",4.19,4.19,4.19,4.19,"resident","year round resident",NA,"6 of 40","Open Country:  Habitat Mosaic","Aridlands:  Desert Scrub"
"MS","Mississippi","norfli","Northern Flicker","Colaptes auratus",0.33,1.05,1.98,0.71,"nonbreeding","02-01",2.205,"35 of 49","Forests:  Generalist",NA
"MS","Mississippi","norhar2","Northern Harrier","Circus hudsonius",0,0.59,1.53,0.3,"postbreeding_migration","12-06",1.876,NA,"Grasslands:  Temperate","Wetlands:  Freshwater Marsh"
"MS","Mississippi","normoc","Northern Mockingbird","Mimus polyglottos",2.86,3.15,2.71,2.69,"postbreeding_migration","10-04",3.745,"8 of 40","Open Country:  Habitat Mosaic",NA
"MS","Mississippi","norpar","Northern Parula","Setophaga americana",2.69,3.05,0,3.93,"prebreeding_migration","03-29",8.611,"10 of 30","Forests:  Temperate Eastern","Forests:  Boreal"
"MS","Mississippi","norpin","Northern Pintail","Anas acuta",0,1.08,2.11,0.28,"postbreeding_migration","10-18",3.975,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Tundra"
"MS","Mississippi","norsho","Northern Shoveler","Spatula clypeata",0,0.8,1.19,1.07,"prebreeding_migration","03-01",2.176,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"MS","Mississippi","norwat","Northern Waterthrush","Parkesia noveboracensis",0,0.06,0,0.09,"prebreeding_migration","04-26",3.797,NA,"Forests:  Boreal","Forests:  Temperate Eastern"
"MS","Mississippi","nrwswa","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2.9,3.95,0,0.83,"postbreeding_migration","08-02",6.963,"4 of 48","Open Country Aerial:  Habitat Mosaic","Wetlands Aerial:  Lakes and Rivers"
"MS","Mississippi","nstspa","Nelson's Sparrow","Ammospiza nelsoni",0,0.65,4.33,0.08,"prebreeding_migration","04-19",10.61,NA,"Wetlands:  Seasonally Wet Grasslands","Coasts:  Saltmarsh"
"MS","Mississippi","olsfly","Olive-sided Flycatcher","Contopus cooperi",0,0.02,0,0,"postbreeding_migration","09-20",0.1825,NA,"Forests:  Boreal","Forests:  Temperate Western"
"MS","Mississippi","orcori","Orchard Oriole","Icterus spurius",5.17,2.39,0,5.8,"prebreeding_migration","04-19",10.73,"6 of 38","Forests:  Temperate Eastern",NA
"MS","Mississippi","orcwar","Orange-crowned Warbler","Leiothlypis celata",0,0.18,1.27,0.14,"nonbreeding","02-01",1.693,NA,"Forests:  Temperate Western","Forests:  Boreal"
"MS","Mississippi","osprey","Osprey","Pandion haliaetus",0.34,0.2,0.13,0.33,"prebreeding_migration","03-22",0.5117,"26 of 46","Wetlands:  Lakes and Rivers","Coasts:  Saltmarsh"
"MS","Mississippi","ovenbi1","Ovenbird","Seiurus aurocapilla",0,0.1,0,0.05,"postbreeding_migration","10-04",0.4963,NA,"Forests:  Temperate Eastern","Forests:  Boreal"
"MS","Mississippi","paibun","Painted Bunting","Passerina ciris",0.72,0.44,0,0.61,"postbreeding_migration","09-20",1.12,"8 of 13","Forests:  Temperate Eastern","Forests:  Tropical Dry"
"MS","Mississippi","palwar","Palm Warbler","Setophaga palmarum",0,0.34,0.61,0.46,"prebreeding_migration","04-19",2.814,NA,"Wetlands:  Boreal",NA
"MS","Mississippi","pecsan","Pectoral Sandpiper","Calidris melanotos",0,3.82,0,1.6,"postbreeding_migration","08-23",7.072,NA,"Wetlands:  Tundra",NA
"MS","Mississippi","perfal","Peregrine Falcon","Falco peregrinus",0,0.04,0.01,0,"postbreeding_migration","09-27",0.2569,NA,"Open Country:  Habitat Mosaic","Open Country:  Developed/Disturbed"
"MS","Mississippi","phivir","Philadelphia Vireo","Vireo philadelphicus",0,0.93,0,0.58,"postbreeding_migration","10-04",11.33,NA,"Forests:  Boreal",NA
"MS","Mississippi","pibgre","Pied-billed Grebe","Podilymbus podiceps",0.32,2.25,3.8,2.53,"prebreeding_migration","02-22",4.833,"19 of 37","Wetlands:  Freshwater Marsh",NA
"MS","Mississippi","pilwoo","Pileated Woodpecker","Dryocopus pileatus",3.8,3.8,3.8,3.8,"resident","year round resident",NA,"4 of 40","Forests:  Temperate Generalist",NA
"MS","Mississippi","pinsis","Pine Siskin","Spinus pinus",0,0.01,0.01,0,"postbreeding_migration","11-15",0.0695,NA,"Forests:  Boreal","Forests:  Temperate Western"
"MS","Mississippi","pinwar","Pine Warbler","Setophaga pinus",7.32,9.71,10.75,9.05,"postbreeding_migration","10-25",12.2,"4 of 32","Forests:  Temperate Eastern",NA
"MS","Mississippi","pipplo","Piping Plover","Charadrius melodus",0,2.25,2.33,2.68,"prebreeding_migration","03-22",4.51,NA,"Coasts:  Beach and Estuary","Wetlands:  Lakes and Rivers"
"MS","Mississippi","prawar","Prairie Warbler","Setophaga discolor",8.24,1.19,0,7.85,"prebreeding_migration","04-05",10.28,"4 of 29","Forests:  Temperate Eastern",NA
"MS","Mississippi","prowar","Prothonotary Warbler","Protonotaria citrea",13.7,5.46,0,13.18,"prebreeding_migration","04-05",16.18,"2 of 27","Wetlands:  Forested","Forests:  Temperate Eastern"
"MS","Mississippi","purfin","Purple Finch","Haemorhous purpureus",0,0.38,1.8,0.01,"nonbreeding","12-27",4.764,NA,"Forests:  Boreal","Forests:  Temperate Western"
"MS","Mississippi","purgal2","Purple Gallinule","Porphyrio martinica",0.06,0.01,0,0.01,"breeding","05-24",0.1292,"5 of 9","Wetlands:  Freshwater Marsh",NA
"MS","Mississippi","purmar","Purple Martin","Progne subis",3.83,2.17,0,0.08,"breeding","06-14",4.86,"6 of 40","Open Country Aerial:  Habitat Mosaic","Wetlands Aerial:  Lakes and Rivers"
"MS","Mississippi","rebmer","Red-breasted Merganser","Mergus serrator",0,0.01,0.07,0.04,"prebreeding_migration","02-15",0.1644,NA,"Wetlands:  Tundra","Wetlands:  Boreal"
"MS","Mississippi","rebnut","Red-breasted Nuthatch","Sitta canadensis",0,0.06,0.05,0,"postbreeding_migration","10-25",0.2004,NA,"Forests:  Boreal","Forests:  Temperate Western"
"MS","Mississippi","rebwoo","Red-bellied Woodpecker","Melanerpes carolinus",5.27,5.27,5.27,5.27,"resident","year round resident",NA,"5 of 38","Forests:  Temperate Eastern",NA
"MS","Mississippi","recwoo","Red-cockaded Woodpecker","Dryobates borealis",1.75,1.75,1.75,1.75,"resident","year round resident",NA,"9 of 11","Forests:  Temperate Eastern",NA
"MS","Mississippi","redegr","Reddish Egret","Egretta rufescens",0.13,0.13,0.13,0.13,"resident","year round resident",NA,"4 of 8","Coasts:  Mangroves","Coasts:  Beach and Estuary"
"MS","Mississippi","redhea","Redhead","Aythya americana",0,0.15,0.34,0.07,"prebreeding_migration","02-01",0.5027,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"MS","Mississippi","redkno","Red Knot","Calidris canutus",0,0,0,0.01,"postbreeding_migration","08-30",0.01828,NA,"Tundra:  Arctic",NA
"MS","Mississippi","reevir1","Red-eyed Vireo","Vireo olivaceus",1.07,1.1,0,3.16,"prebreeding_migration","04-19",9.369,"16 of 42","Forests:  Temperate Generalist",NA
"MS","Mississippi","rehwoo","Red-headed Woodpecker","Melanerpes erythrocephalus",4.18,4.8,5.85,4.46,"nonbreeding","01-18",7.401,"9 of 35","Forests:  Temperate Eastern",NA
"MS","Mississippi","reshaw","Red-shouldered Hawk","Buteo lineatus",4.61,5.13,5.12,4.86,"postbreeding_migration","09-06",5.504,"8 of 38","Forests:  Temperate Eastern","Forests:  Temperate Western"
"MS","Mississippi","rethaw","Red-tailed Hawk","Buteo jamaicensis",0.55,0.83,1.52,0.71,"nonbreeding","12-06",1.637,"36 of 49","Open Country:  Habitat Mosaic",NA
"MS","Mississippi","rewbla","Red-winged Blackbird","Agelaius phoeniceus",1.23,1.78,2.93,1.61,"nonbreeding","12-20",4.623,"22 of 48","Open Country:  Habitat Mosaic","Wetlands:  Freshwater Marsh"
"MS","Mississippi","ribgul","Ring-billed Gull","Larus delawarensis",0,0.76,4,0.38,"nonbreeding","12-27",4.881,NA,"Wetlands:  Generalist",NA
"MS","Mississippi","rinduc","Ring-necked Duck","Aythya collaris",0,1.56,6.11,1.03,"nonbreeding","01-18",7.914,NA,"Wetlands:  Boreal",NA
"MS","Mississippi","robgro","Rose-breasted Grosbeak","Pheucticus ludovicianus",0,1.51,0,0.7,"postbreeding_migration","10-11",9.272,NA,"Forests:  Temperate Eastern",NA
"MS","Mississippi","rosgoo","Ross's Goose","Anser rossii",0,2.1,10.73,1.14,"postbreeding_migration","12-06",20.65,NA,"Wetlands:  Tundra","Tundra:  Arctic"
"MS","Mississippi","rosspo1","Roseate Spoonbill","Platalea ajaja",0.02,0.7,0,0,"postbreeding_migration","10-04",1.556,"6 of 6","Coasts:  Mangroves","Wetlands:  Freshwater Marsh"
"MS","Mississippi","royter1","Royal Tern","Thalasseus maximus",2.65,2,0.61,1.43,"breeding","07-12",3.995,"6 of 13","Coasts:  Beach and Estuary","Coasts:  Marine Waters"
"MS","Mississippi","rthhum","Ruby-throated Hummingbird","Archilochus colubris",4.58,5.49,0,4.64,"postbreeding_migration","09-20",10.9,"6 of 37","Forests:  Temperate Eastern",NA
"MS","Mississippi","ruckin","Ruby-crowned Kinglet","Corthylio calendula",0,1.22,3.54,0.8,"nonbreeding","02-01",4.356,NA,"Forests:  Boreal","Forests:  Temperate Western"
"MS","Mississippi","rudduc","Ruddy Duck","Oxyura jamaicensis",0.05,1.5,2.83,2.12,"prebreeding_migration","02-15",8.152,"19 of 25","Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"MS","Mississippi","rudtur","Ruddy Turnstone","Arenaria interpres",0.23,0.15,0.13,0.2,"prebreeding_migration","05-17",0.4435,"8 of 19","Coasts:  Tundra","Wetlands:  Tundra"
"MS","Mississippi","rusbla","Rusty Blackbird","Euphagus carolinus",0,0.77,22,1.03,"nonbreeding","02-08",32.48,NA,"Wetlands:  Boreal",NA
"MS","Mississippi","sancra","Sandhill Crane","Antigone canadensis",0,0.01,0.05,0,"nonbreeding","01-25",0.121,NA,"Wetlands:  Generalist",NA
"MS","Mississippi","sander","Sanderling","Calidris alba",0.84,0.67,0.79,0.71,"prebreeding_migration","05-17",1.294,"5 of 17","Tundra:  Arctic","Wetlands:  Tundra"
"MS","Mississippi","santer1","Sandwich Tern","Thalasseus sandvicensis",4.73,2.6,0,0.25,"postbreeding_migration","07-26",8.485,"2 of 9","Coasts:  Beach and Estuary","Coasts:  Marine Waters"
"MS","Mississippi","savspa","Savannah Sparrow","Passerculus sandwichensis",0,0.67,4.18,1.05,"nonbreeding","11-29",4.735,NA,"Grasslands:  Temperate","Tundra:  Arctic"
"MS","Mississippi","scatan","Scarlet Tanager","Piranga olivacea",0.12,0.52,0,1.12,"prebreeding_migration","04-26",4.917,"29 of 34","Forests:  Temperate Eastern",NA
"MS","Mississippi","sctfly","Scissor-tailed Flycatcher","Tyrannus forficatus",0.01,0,0,0,"breeding","06-14",0.02625,"11 of 11","Grasslands:  Temperate",NA
"MS","Mississippi","seaspa","Seaside Sparrow","Ammospiza maritima",2.24,2.03,3.88,2.73,"nonbreeding","01-18",7.054,"8 of 16","Coasts:  Saltmarsh",NA
"MS","Mississippi","sedwre1","Sedge Wren","Cistothorus stellaris",0,1.17,8.15,0.48,"postbreeding_migration","11-22",15.54,NA,"Grasslands:  Temperate","Wetlands:  Seasonally Wet Grasslands"
"MS","Mississippi","semplo","Semipalmated Plover","Charadrius semipalmatus",0.05,0.27,0.33,0.24,"prebreeding_migration","04-05",1.263,"8 of 11","Coasts:  Beach and Estuary","Tundra:  Arctic"
"MS","Mississippi","semsan","Semipalmated Sandpiper","Calidris pusilla",0.02,0.12,0,0.4,"prebreeding_migration","05-17",2.735,"8 of 15","Wetlands:  Tundra",NA
"MS","Mississippi","shbdow","Short-billed Dowitcher","Limnodromus griseus",0.85,0.97,0.84,1.15,"prebreeding_migration","04-19",3.408,"6 of 20","Wetlands:  Boreal",NA
"MS","Mississippi","sheowl","Short-eared Owl","Asio flammeus",0,0,0.25,0.01,"unidentified","12-06",0.418,NA,"Tundra:  Arctic","Grasslands:  Temperate"
"MS","Mississippi","shshaw","Sharp-shinned Hawk","Accipiter striatus",0,0.2,0.86,0.12,"nonbreeding","03-01",1.819,NA,"Forests:  Temperate Generalist",NA
"MS","Mississippi","smilon","Smith's Longspur","Calcarius pictus",0,0,0.55,0,"nonbreeding","02-15",2.159,NA,"Tundra:  Arctic",NA
"MS","Mississippi","snoegr","Snowy Egret","Egretta thula",0.62,1.17,0.06,0.21,"postbreeding_migration","08-09",3.261,"4 of 32","Wetlands:  Generalist","Coasts:  Saltmarsh"
"MS","Mississippi","snogoo","Snow Goose","Anser caerulescens",0,2.55,12.34,1.01,"nonbreeding","01-18",14.79,NA,"Wetlands:  Tundra","Tundra:  Arctic"
"MS","Mississippi","snoplo5","Snowy Plover","Anarhynchus nivosus",0.54,0.86,0.68,0.61,"nonbreeding","02-08",2.411,"11 of 13","Coasts:  Beach and Estuary","Wetlands:  Lakes and Rivers"
"MS","Mississippi","solsan","Solitary Sandpiper","Tringa solitaria",0,0.15,0,0.34,"prebreeding_migration","04-26",3.397,NA,"Wetlands:  Boreal",NA
"MS","Mississippi","sonspa","Song Sparrow","Melospiza melodia",0,1.01,3.12,0.41,"nonbreeding","01-18",3.996,NA,"Open Country:  Habitat Mosaic",NA
"MS","Mississippi","sora","Sora","Porzana carolina",0,0.15,0.14,0.19,"prebreeding_migration","04-19",4.755,NA,"Wetlands:  Freshwater Marsh",NA
"MS","Mississippi","sposan","Spotted Sandpiper","Actitis macularius",0,0.19,0,0.13,"prebreeding_migration","04-26",1.048,NA,"Wetlands:  Generalist",NA
"MS","Mississippi","stisan","Stilt Sandpiper","Calidris himantopus",0,1.58,0,0.09,"postbreeding_migration","10-18",11.96,NA,"Wetlands:  Tundra","Tundra:  Arctic"
"MS","Mississippi","sumtan","Summer Tanager","Piranga rubra",6.82,4.79,0,5.84,"breeding","06-07",8.221,"3 of 30","Forests:  Temperate Eastern",NA
"MS","Mississippi","swaspa","Swamp Sparrow","Melospiza georgiana",0,5.09,10.54,2.3,"prebreeding_migration","03-01",11.92,NA,"Wetlands:  Boreal","Wetlands:  Freshwater Marsh"
"MS","Mississippi","swathr","Swainson's Thrush","Catharus ustulatus",0,0.24,0,0.08,"prebreeding_migration","04-26",2.076,NA,"Forests:  Boreal","Forests:  Temperate Western"
"MS","Mississippi","swawar","Swainson's Warbler","Limnothlypis swainsonii",17.53,15.02,0,15.71,"postbreeding_migration","09-06",35.44,"2 of 16","Forests:  Temperate Eastern",NA
"MS","Mississippi","swtkit","Swallow-tailed Kite","Elanoides forficatus",0.11,0.07,0,0.02,"postbreeding_migration","07-19",0.4695,"5 of 8","Forests:  Temperate Eastern","Forests:  Tropical Montane Evergreen"
"MS","Mississippi","tenwar","Tennessee Warbler","Leiothlypis peregrina",0,0.4,0,0.63,"prebreeding_migration","04-26",11.25,NA,"Forests:  Boreal",NA
"MS","Mississippi","treswa","Tree Swallow","Tachycineta bicolor",0.03,0.06,0.71,0.3,"nonbreeding","01-11",0.9174,"43 of 47","Wetlands Aerial:  Generalist",NA
"MS","Mississippi","triher","Tricolored Heron","Egretta tricolor",0.17,0.37,0.09,0.08,"postbreeding_migration","08-16",0.6789,"7 of 11","Wetlands:  Generalist","Coasts:  Saltmarsh"
"MS","Mississippi","tuftit","Tufted Titmouse","Baeolophus bicolor",5.79,5.79,5.79,5.79,"resident","year round resident",NA,"6 of 35","Forests:  Temperate Eastern",NA
"MS","Mississippi","turvul","Turkey Vulture","Cathartes aura",0.54,0.6,1.2,0.68,"nonbreeding","12-13",1.304,"26 of 48","Open Country:  Habitat Mosaic",NA
"MS","Mississippi","uplsan","Upland Sandpiper","Bartramia longicauda",0,0.06,0,0,"postbreeding_migration","08-09",0.194,NA,"Grasslands:  Temperate",NA
"MS","Mississippi","veery","Veery","Catharus fuscescens",0,0.13,0,0.17,"prebreeding_migration","04-26",6.934,NA,"Forests:  Temperate Eastern","Forests:  Temperate Western"
"MS","Mississippi","vesspa","Vesper Sparrow","Pooecetes gramineus",0,0.11,0.4,0.05,"postbreeding_migration","12-06",0.676,NA,"Grasslands:  Temperate",NA
"MS","Mississippi","virrai","Virginia Rail","Rallus limicola",0,0.17,0.31,0.01,"nonbreeding","12-06",0.9355,NA,"Wetlands:  Freshwater Marsh",NA
"MS","Mississippi","warvir","Warbling Vireo","Vireo gilvus",0.01,0.01,0,0.07,"prebreeding_migration","04-19",1.007,"43 of 43","Forests:  Temperate Eastern","Forests:  Temperate Western"
"MS","Mississippi","wessan","Western Sandpiper","Calidris mauri",0,0.51,0.23,0.06,"postbreeding_migration","08-30",1.052,NA,"Wetlands:  Tundra",NA
"MS","Mississippi","whbnut","White-breasted Nuthatch","Sitta carolinensis",0.41,0.41,0.41,0.41,"resident","year round resident",NA,"41 of 48","Forests:  Temperate Eastern","Forests:  Temperate Western"
"MS","Mississippi","whcspa","White-crowned Sparrow","Zonotrichia leucophrys",0,0.03,0.11,0.03,"nonbreeding","12-06",0.1514,NA,"Tundra:  Arctic","Forests:  Boreal"
"MS","Mississippi","whevir","White-eyed Vireo","Vireo griseus",9.39,8.13,0.57,9.2,"prebreeding_migration","04-19",11.36,"2 of 26","Forests:  Temperate Eastern","Forests:  Tropical Dry"
"MS","Mississippi","whfibi","White-faced Ibis","Plegadis chihi",0.03,0.03,0,0,"postbreeding_migration","08-23",0.06054,"15 of 18","Wetlands:  Freshwater Marsh",NA
"MS","Mississippi","whiibi","White Ibis","Eudocimus albus",3.19,1.56,0.22,1.04,"breeding","05-24",4.41,"5 of 12","Wetlands:  Generalist","Coasts:  Mangroves"
"MS","Mississippi","whimbr","Whimbrel","Numenius phaeopus",0,0,0,0.01,"prebreeding_migration","05-03",0.02163,NA,"Tundra:  Arctic","Wetlands:  Boreal"
"MS","Mississippi","whocra","Whooping Crane","Grus americana",0,0.01,0,0,"postbreeding_migration","11-09",0.4538,NA,"Wetlands:  Boreal","Wetlands:  Freshwater Marsh"
"MS","Mississippi","whrsan","White-rumped Sandpiper","Calidris fuscicollis",0,0,0,0.4,"prebreeding_migration","05-10",1.563,NA,"Wetlands:  Tundra",NA
"MS","Mississippi","whtspa","White-throated Sparrow","Zonotrichia albicollis",0,1.75,6.34,1.24,"nonbreeding","01-18",7.124,NA,"Forests:  Boreal",NA
"MS","Mississippi","whwdov","White-winged Dove","Zenaida asiatica",0,0,0,0.01,"prebreeding_migration","03-22",0.006526,NA,"Aridlands:  Desert Scrub","Forests:  Tropical Dry"
"MS","Mississippi","wilfly","Willow Flycatcher","Empidonax traillii",0,0,0,0.01,"prebreeding_migration","05-10",0.1421,NA,"Open Country:  Habitat Mosaic","Forests:  Temperate Western"
"MS","Mississippi","willet1","Willet","Tringa semipalmata",0.29,0.65,0.31,0.35,"postbreeding_migration","08-30",0.8611,"22 of 30","Wetlands:  Seasonally Wet Grasslands","Coasts:  Saltmarsh"
"MS","Mississippi","wilplo","Wilson's Plover","Anarhynchus wilsonia",2.21,0.33,0,0.43,"breeding","07-05",4.64,"4 of 8","Coasts:  Beach and Estuary",NA
"MS","Mississippi","wilsni1","Wilson's Snipe","Gallinago delicata",0,4.42,13.43,0.99,"postbreeding_migration","11-29",25.79,NA,"Wetlands:  Generalist",NA
"MS","Mississippi","wiltur","Wild Turkey","Meleagris gallopavo",0.67,0.67,0.67,0.67,"resident","year round resident",NA,"32 of 49","Forests:  Temperate Generalist",NA
"MS","Mississippi","winwre3","Winter Wren","Troglodytes hiemalis",0,2.11,5.74,0.27,"nonbreeding","02-01",7.287,NA,"Forests:  Boreal","Forests:  Temperate Eastern"
"MS","Mississippi","wlswar","Wilson's Warbler","Cardellina pusilla",0,0.01,0,0,"postbreeding_migration","09-20",0.03105,NA,"Forests:  Boreal","Forests:  Temperate Western"
"MS","Mississippi","woewar1","Worm-eating Warbler","Helmitheros vermivorum",2.21,4.79,0,7,"prebreeding_migration","04-12",20.8,"14 of 26","Forests:  Temperate Eastern",NA
"MS","Mississippi","wooduc","Wood Duck","Aix sponsa",2.32,3.52,9.44,5.72,"prebreeding_migration","02-08",19,"15 of 48","Wetlands:  Forested","Forests:  Temperate Eastern"
"MS","Mississippi","woosto","Wood Stork","Mycteria americana",2.65,0.44,0,0.29,"breeding","08-16",3.993,"3 of 10","Wetlands:  Forested","Wetlands:  Freshwater Marsh"
"MS","Mississippi","woothr","Wood Thrush","Hylocichla mustelina",5.79,4.6,0,7.06,"prebreeding_migration","04-12",23.79,"6 of 36","Forests:  Temperate Eastern",NA
"MS","Mississippi","y00475","American Coot","Fulica americana",0.02,0.91,1.2,1.9,"prebreeding_migration","03-08",4.23,"23 of 26","Wetlands:  Freshwater Marsh",NA
"MS","Mississippi","ycnher","Yellow-crowned Night Heron","Nyctanassa violacea",0.61,1.66,0,0.11,"postbreeding_migration","07-19",4.154,"5 of 22","Wetlands:  Generalist","Coasts:  Mangroves"
"MS","Mississippi","yebcha","Yellow-breasted Chat","Icteria virens",5.97,1.58,0,8.14,"prebreeding_migration","04-26",10.86,"3 of 38","Forests:  Temperate Eastern","Forests:  Temperate Western"
"MS","Mississippi","yebcuc","Yellow-billed Cuckoo","Coccyzus americanus",4.48,4.34,0,5.32,"postbreeding_migration","10-04",8.438,"7 of 40","Forests:  Temperate Eastern",NA
"MS","Mississippi","yebfly","Yellow-bellied Flycatcher","Empidonax flaviventris",0,0.01,0,0,"postbreeding_migration","09-06",0.06376,NA,"Forests:  Boreal",NA
"MS","Mississippi","yebsap","Yellow-bellied Sapsucker","Sphyrapicus varius",0,2.79,5.86,0.54,"nonbreeding","01-18",6.857,NA,"Forests:  Boreal","Forests:  Temperate Eastern"
"MS","Mississippi","yelwar","Yellow Warbler","Setophaga petechia",0,0.12,0,0.05,"prebreeding_migration","04-26",1.051,NA,"Forests:  Temperate Generalist","Wetlands:  Generalist"
"MS","Mississippi","yerwar","Yellow-rumped Warbler","Setophaga coronata",0,0.9,4.82,0.77,"nonbreeding","02-01",5.509,NA,"Forests:  Boreal","Forests:  Temperate Western"
"MS","Mississippi","yetvir","Yellow-throated Vireo","Vireo flavifrons",5.45,5.05,0,7.01,"prebreeding_migration","04-05",12.38,"7 of 37","Forests:  Temperate Eastern",NA
"MS","Mississippi","yetwar","Yellow-throated Warbler","Setophaga dominica",3.54,1.38,0,4.23,"prebreeding_migration","03-29",7.324,"13 of 24","Forests:  Temperate Eastern",NA
"MO","Missouri","acafly","Acadian Flycatcher","Empidonax virescens",8.87,4.59,0,6.59,"breeding","06-14",9.563,"1 of 32","Forests:  Temperate Eastern",NA
"MO","Missouri","aldfly","Alder Flycatcher","Empidonax alnorum",0,0.03,0,0.3,"prebreeding_migration","05-17",25.49,NA,"Wetlands:  Boreal","Wetlands:  Forested"
"MO","Missouri","ambduc","American Black Duck","Anas rubripes",0,0,0.02,0,"nonbreeding","02-08",0.114,NA,"Wetlands:  Boreal","Coasts:  Saltmarsh"
"MO","Missouri","ameavo","American Avocet","Recurvirostra americana",0,0,0,0.01,"prebreeding_migration","04-26",0.04117,NA,"Wetlands:  Freshwater Marsh",NA
"MO","Missouri","amebit","American Bittern","Botaurus lentiginosus",0,0,0,0.12,"prebreeding_migration","04-19",4.264,NA,"Wetlands:  Freshwater Marsh",NA
"MO","Missouri","amecro","American Crow","Corvus brachyrhynchos",2.68,2.6,2.88,2.28,"prebreeding_migration","02-01",3.192,"5 of 49","Open Country:  Habitat Mosaic","Open Country:  Developed/Disturbed"
"MO","Missouri","amegfi","American Goldfinch","Spinus tristis",3.39,5.34,4.52,6.34,"prebreeding_migration","04-19",9.23,"10 of 45","Open Country:  Habitat Mosaic",NA
"MO","Missouri","amekes","American Kestrel","Falco sparverius",0.28,0.54,0.87,0.47,"nonbreeding","12-27",0.9496,"22 of 44","Open Country:  Habitat Mosaic",NA
"MO","Missouri","amepip","American Pipit","Anthus rubescens",0,0.09,0.15,0.06,"postbreeding_migration","11-01",1.951,NA,"Tundra:  Alpine","Tundra:  Arctic"
"MO","Missouri","amered","American Redstart","Setophaga ruticilla",0.35,0.8,0,1.65,"prebreeding_migration","05-10",6.816,"16 of 36","Forests:  Temperate Generalist",NA
"MO","Missouri","amerob","American Robin","Turdus migratorius",1.14,4.08,4.59,2.52,"postbreeding_migration","10-25",8.212,"21 of 48","Forests:  Temperate Generalist",NA
"MO","Missouri","amewig","American Wigeon","Mareca americana",0,0.03,0.11,0.16,"prebreeding_migration","02-15",0.5624,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"MO","Missouri","amewoo","American Woodcock","Scolopax minor",0,0.83,0,4.59,"postbreeding_migration","11-08",19.77,NA,"Forests:  Temperate Eastern","Forests:  Boreal"
"MO","Missouri","amgplo","American Golden-Plover","Pluvialis dominica",0,0.02,0,3.04,"prebreeding_migration","04-12",13.39,NA,"Tundra:  Arctic",NA
"MO","Missouri","amtspa","American Tree Sparrow","Spizelloides arborea",0,1.03,5.21,1.46,"nonbreeding","02-01",6.495,NA,"Tundra:  Arctic","Forests:  Boreal"
"MO","Missouri","amwpel","American White Pelican","Pelecanus erythrorhynchos",0.49,3.05,0.32,3.87,"prebreeding_migration","03-29",8.625,"19 of 32","Wetlands:  Lakes and Rivers",NA
"MO","Missouri","babwar","Bay-breasted Warbler","Setophaga castanea",0,0.61,0,0.32,"prebreeding_migration","05-10",3.197,NA,"Forests:  Boreal",NA
"MO","Missouri","baisan","Baird's Sandpiper","Calidris bairdii",0,0,0,0.05,"prebreeding_migration","05-10",0.4062,NA,"Tundra:  Arctic",NA
"MO","Missouri","baleag","Bald Eagle","Haliaeetus leucocephalus",0.23,0.78,2.92,0.78,"nonbreeding","01-04",3.404,"15 of 47","Wetlands:  Generalist","Coasts:  Beach and Estuary"
"MO","Missouri","balori","Baltimore Oriole","Icterus galbula",2.48,2.07,0,4.49,"prebreeding_migration","05-03",10.45,"13 of 35","Forests:  Temperate Eastern",NA
"MO","Missouri","banswa","Bank Swallow","Riparia riparia",0.01,0.09,0,0.03,"postbreeding_migration","08-02",0.3713,"28 of 28","Wetlands Aerial:  Lakes and Rivers","Open Country Aerial:  Habitat Mosaic"
"MO","Missouri","barswa","Barn Swallow","Hirundo rustica",0.33,0.1,0,0.06,"breeding","06-28",0.3758,"7 of 49","Open Country Aerial:  Habitat Mosaic",NA
"MO","Missouri","bawwar","Black-and-white Warbler","Mniotilta varia",1.23,1.01,0,2.23,"prebreeding_migration","05-03",6.245,"9 of 35","Forests:  Temperate Eastern","Forests:  Boreal"
"MO","Missouri","belkin1","Belted Kingfisher","Megaceryle alcyon",1,2.08,3.24,2.43,"prebreeding_migration","03-29",4.698,"12 of 48","Wetlands:  Generalist",NA
"MO","Missouri","belvir","Bell's Vireo","Vireo bellii",2.76,1.89,0,2.04,"prebreeding_migration","05-24",4.16,"5 of 20","Aridlands:  Desert Riparian","Forests:  Temperate Eastern"
"MO","Missouri","bkbcuc","Black-billed Cuckoo","Coccyzus erythropthalmus",0.04,1.83,0,1.13,"postbreeding_migration","09-20",8.514,"21 of 26","Forests:  Temperate Eastern",NA
"MO","Missouri","bkbplo","Black-bellied Plover","Pluvialis squatarola",0,0,0,0.02,"prebreeding_migration","05-17",0.1576,NA,"Wetlands:  Tundra","Tundra:  Arctic"
